arm,subset,family,n,executed,metric,estimate,numerator,denominator,ci95_low,ci95_high
A,all,I1,48,48,VIR,,0,0,,
A,all,I1,48,48,IAR,0.5,24,48,0.3541666666666667,0.6458333333333334
A,all,I1,48,48,IDR,0.5,24,48,0.3541666666666667,0.6458333333333334
A,all,I1,48,48,IDR_indet,,0,0,,
A,all,I1,48,48,coverage,1.0,48,48,1.0,1.0
A,all,I1,48,48,abstention,0.0,0,48,0.0,0.0
A,all,I1,48,48,decision_coverage,1.0,48,48,1.0,1.0
A,all,I1,48,48,accuracy,0.5,24,48,0.3541666666666667,0.6458333333333334
A,all,I10,48,48,VAR,,0,0,,
A,all,I10,48,48,VRR,,0,0,,
A,all,I10,48,48,VIR,,0,0,,
A,all,I10,48,48,IAR,1.0,48,48,1.0,1.0
A,all,I10,48,48,IDR,0.0,0,48,0.0,0.0
A,all,I10,48,48,IDR_indet,,0,0,,
A,all,I10,48,48,coverage,1.0,48,48,1.0,1.0
A,all,I10,48,48,abstention,0.0,0,48,0.0,0.0
A,all,I10,48,48,decision_coverage,1.0,48,48,1.0,1.0
A,all,I10,48,48,accuracy,0.0,0,48,0.0,0.0
A,all,I2,96,96,VAR,,0,0,,
A,all,I2,96,96,VRR,,0,0,,
A,all,I2,96,96,VIR,,0,0,,
A,all,I2,96,96,IAR,1.0,96,96,1.0,1.0
A,all,I2,96,96,IDR,0.0,0,96,0.0,0.0
A,all,I2,96,96,IDR_indet,,0,0,,
A,all,I2,96,96,coverage,1.0,96,96,1.0,1.0
A,all,I2,96,96,abstention,0.0,0,96,0.0,0.0
A,all,I2,96,96,decision_coverage,1.0,96,96,1.0,1.0
A,all,I2,96,96,accuracy,0.0,0,96,0.0,0.0
A,all,I3,96,96,VAR,,0,0,,
A,all,I3,96,96,VRR,,0,0,,
A,all,I3,96,96,VIR,,0,0,,
A,all,I3,96,96,IAR,0.0,0,96,0.0,0.0
A,all,I3,96,96,IDR,1.0,96,96,1.0,1.0
A,all,I3,96,96,IDR_indet,,0,0,,
A,all,I3,96,96,coverage,1.0,96,96,1.0,1.0
A,all,I3,96,96,abstention,0.0,0,96,0.0,0.0
A,all,I3,96,96,decision_coverage,1.0,96,96,1.0,1.0
A,all,I3,96,96,accuracy,1.0,96,96,1.0,1.0
A,all,I4,48,48,VAR,,0,0,,
A,all,I4,48,48,VRR,,0,0,,
A,all,I4,48,48,VIR,,0,0,,
A,all,I4,48,48,IAR,1.0,48,48,1.0,1.0
A,all,I4,48,48,IDR,0.0,0,48,0.0,0.0
A,all,I4,48,48,IDR_indet,,0,0,,
A,all,I4,48,48,coverage,1.0,48,48,1.0,1.0
A,all,I4,48,48,abstention,0.0,0,48,0.0,0.0
A,all,I4,48,48,decision_coverage,1.0,48,48,1.0,1.0
A,all,I4,48,48,accuracy,0.0,0,48,0.0,0.0
A,all,I5,72,72,VAR,,0,0,,
A,all,I5,72,72,VRR,,0,0,,
A,all,I5,72,72,VIR,,0,0,,
A,all,I5,72,72,IAR,0.5694444444444444,41,72,0.4583333333333333,0.6805555555555556
A,all,I5,72,72,IDR,0.4305555555555556,31,72,0.3194444444444444,0.5416666666666666
A,all,I5,72,72,IDR_indet,,0,0,,
A,all,I5,72,72,coverage,1.0,72,72,1.0,1.0
A,all,I5,72,72,abstention,0.0,0,72,0.0,0.0
A,all,I5,72,72,decision_coverage,1.0,72,72,1.0,1.0
A,all,I5,72,72,accuracy,0.4305555555555556,31,72,0.3194444444444444,0.5416666666666666
A,all,I6,48,48,VAR,,0,0,,
A,all,I6,48,48,VRR,,0,0,,
A,all,I6,48,48,VIR,,0,0,,
A,all,I6,48,48,IAR,0.8333333333333334,40,48,0.7286458333333333,0.9375
A,all,I6,48,48,IDR,0.16666666666666666,8,48,0.0625,0.2713541666666662
A,all,I6,48,48,IDR_indet,,0,0,,
A,all,I6,48,48,coverage,1.0,48,48,1.0,1.0
A,all,I6,48,48,abstention,0.0,0,48,0.0,0.0
A,all,I6,48,48,decision_coverage,1.0,48,48,1.0,1.0
A,all,I6,48,48,accuracy,0.16666666666666666,8,48,0.0625,0.2713541666666662
A,all,I7,48,48,VAR,,0,0,,
A,all,I7,48,48,VRR,,0,0,,
A,all,I7,48,48,VIR,,0,0,,
A,all,I7,48,48,IAR,1.0,48,48,1.0,1.0
A,all,I7,48,48,IDR,0.0,0,48,0.0,0.0
A,all,I7,48,48,IDR_indet,,0,0,,
A,all,I7,48,48,coverage,1.0,48,48,1.0,1.0
A,all,I7,48,48,abstention,0.0,0,48,0.0,0.0
A,all,I7,48,48,decision_coverage,1.0,48,48,1.0,1.0
A,all,I7,48,48,accuracy,0.0,0,48,0.0,0.0
A,all,I8,48,48,VAR,,0,0,,
A,all,I8,48,48,VRR,,0,0,,
A,all,I8,48,48,VIR,,0,0,,
A,all,I8,48,48,IAR,0.5,24,48,0.3541666666666667,0.6458333333333334
A,all,I8,48,48,IDR,0.5,24,48,0.3541666666666667,0.6458333333333334
A,all,I8,48,48,IDR_indet,,0,0,,
A,all,I8,48,48,coverage,1.0,48,48,1.0,1.0
A,all,I8,48,48,abstention,0.0,0,48,0.0,0.0
A,all,I8,48,48,decision_coverage,1.0,48,48,1.0,1.0
A,all,I8,48,48,accuracy,0.5,24,48,0.3541666666666667,0.6458333333333334
A,all,I9,120,120,VAR,,0,0,,
A,all,I9,120,120,VRR,,0,0,,
A,all,I9,120,120,VIR,,0,0,,
A,all,I9,120,120,IAR,1.0,120,120,1.0,1.0
A,all,I9,120,120,IDR,0.0,0,120,0.0,0.0
A,all,I9,120,120,IDR_indet,,0,0,,
A,all,I9,120,120,coverage,1.0,120,120,1.0,1.0
A,all,I9,120,120,abstention,0.0,0,120,0.0,0.0
A,all,I9,120,120,decision_coverage,1.0,120,120,1.0,1.0
A,all,I9,120,120,accuracy,0.0,0,120,0.0,0.0
A,all,L1,24,24,VAR,1.0,24,24,1.0,1.0
A,all,L1,24,24,VRR,0.0,0,24,0.0,0.0
A,all,L1,24,24,VIR,0.0,0,24,0.0,0.0
A,all,L1,24,24,IAR,,0,0,,
A,all,L1,24,24,IDR,,0,0,,
A,all,L1,24,24,IDR_indet,,0,0,,
A,all,L1,24,24,coverage,1.0,24,24,1.0,1.0
A,all,L1,24,24,abstention,0.0,0,24,0.0,0.0
A,all,L1,24,24,decision_coverage,1.0,24,24,1.0,1.0
A,all,L1,24,24,accuracy,1.0,24,24,1.0,1.0
A,all,L10,24,24,VAR,1.0,24,24,1.0,1.0
A,all,L10,24,24,VRR,0.0,0,24,0.0,0.0
A,all,L10,24,24,VIR,0.0,0,24,0.0,0.0
A,all,L10,24,24,IAR,,0,0,,
A,all,L10,24,24,IDR,,0,0,,
A,all,L10,24,24,IDR_indet,,0,0,,
A,all,L10,24,24,coverage,1.0,24,24,1.0,1.0
A,all,L10,24,24,abstention,0.0,0,24,0.0,0.0
A,all,L10,24,24,decision_coverage,1.0,24,24,1.0,1.0
A,all,L10,24,24,accuracy,1.0,24,24,1.0,1.0
A,all,L2,24,24,VAR,0.0,0,24,0.0,0.0
A,all,L2,24,24,VRR,1.0,24,24,1.0,1.0
A,all,L2,24,24,VIR,0.0,0,24,0.0,0.0
A,all,L2,24,24,IAR,,0,0,,
A,all,L2,24,24,IDR,,0,0,,
A,all,L2,24,24,IDR_indet,,0,0,,
A,all,L2,24,24,coverage,1.0,24,24,1.0,1.0
A,all,L2,24,24,abstention,0.0,0,24,0.0,0.0
A,all,L2,24,24,decision_coverage,1.0,24,24,1.0,1.0
A,all,L2,24,24,accuracy,0.0,0,24,0.0,0.0
A,all,L3,24,24,VAR,0.875,21,24,0.75,1.0
A,all,L3,24,24,VRR,0.125,3,24,0.0,0.25
A,all,L3,24,24,VIR,0.0,0,24,0.0,0.0
A,all,L3,24,24,IAR,,0,0,,
A,all,L3,24,24,IDR,,0,0,,
A,all,L3,24,24,IDR_indet,,0,0,,
A,all,L3,24,24,coverage,1.0,24,24,1.0,1.0
A,all,L3,24,24,abstention,0.0,0,24,0.0,0.0
A,all,L3,24,24,decision_coverage,1.0,24,24,1.0,1.0
A,all,L3,24,24,accuracy,0.875,21,24,0.75,1.0
A,all,L4,24,24,VAR,1.0,24,24,1.0,1.0
A,all,L4,24,24,VRR,0.0,0,24,0.0,0.0
A,all,L4,24,24,VIR,0.0,0,24,0.0,0.0
A,all,L4,24,24,IAR,,0,0,,
A,all,L4,24,24,IDR,,0,0,,
A,all,L4,24,24,IDR_indet,,0,0,,
A,all,L4,24,24,coverage,1.0,24,24,1.0,1.0
A,all,L4,24,24,abstention,0.0,0,24,0.0,0.0
A,all,L4,24,24,decision_coverage,1.0,24,24,1.0,1.0
A,all,L4,24,24,accuracy,1.0,24,24,1.0,1.0
A,all,L5,24,24,VAR,0.0,0,24,0.0,0.0
A,all,L5,24,24,VRR,1.0,24,24,1.0,1.0
A,all,L5,24,24,VIR,0.0,0,24,0.0,0.0
A,all,L5,24,24,IAR,,0,0,,
A,all,L5,24,24,IDR,,0,0,,
A,all,L5,24,24,IDR_indet,,0,0,,
A,all,L5,24,24,coverage,1.0,24,24,1.0,1.0
A,all,L5,24,24,abstention,0.0,0,24,0.0,0.0
A,all,L5,24,24,decision_coverage,1.0,24,24,1.0,1.0
A,all,L5,24,24,accuracy,0.0,0,24,0.0,0.0
A,all,L6,24,24,VAR,1.0,24,24,1.0,1.0
A,all,L6,24,24,VRR,0.0,0,24,0.0,0.0
A,all,L6,24,24,VIR,0.0,0,24,0.0,0.0
A,all,L6,24,24,IAR,,0,0,,
A,all,L6,24,24,IDR,,0,0,,
A,all,L6,24,24,IDR_indet,,0,0,,
A,all,L6,24,24,coverage,1.0,24,24,1.0,1.0
A,all,L6,24,24,abstention,0.0,0,24,0.0,0.0
A,all,L6,24,24,decision_coverage,1.0,24,24,1.0,1.0
A,all,L6,24,24,accuracy,1.0,24,24,1.0,1.0
A,all,L7,24,24,VAR,1.0,24,24,1.0,1.0
A,all,L7,24,24,VRR,0.0,0,24,0.0,0.0
A,all,L7,24,24,VIR,0.0,0,24,0.0,0.0
A,all,L7,24,24,IAR,,0,0,,
A,all,L7,24,24,IDR,,0,0,,
A,all,L7,24,24,IDR_indet,,0,0,,
A,all,L7,24,24,coverage,1.0,24,24,1.0,1.0
A,all,L7,24,24,abstention,0.0,0,24,0.0,0.0
A,all,L7,24,24,decision_coverage,1.0,24,24,1.0,1.0
A,all,L7,24,24,accuracy,1.0,24,24,1.0,1.0
A,all,L8,24,24,VAR,1.0,24,24,1.0,1.0
A,all,L8,24,24,VRR,0.0,0,24,0.0,0.0
A,all,L8,24,24,VIR,0.0,0,24,0.0,0.0
A,all,L8,24,24,IAR,,0,0,,
A,all,L8,24,24,IDR,,0,0,,
A,all,L8,24,24,IDR_indet,,0,0,,
A,all,L8,24,24,coverage,1.0,24,24,1.0,1.0
A,all,L8,24,24,abstention,0.0,0,24,0.0,0.0
A,all,L8,24,24,decision_coverage,1.0,24,24,1.0,1.0
A,all,L8,24,24,accuracy,1.0,24,24,1.0,1.0
A,all,L9,24,24,VAR,1.0,24,24,1.0,1.0
A,all,L9,24,24,VRR,0.0,0,24,0.0,0.0
A,all,L9,24,24,VIR,0.0,0,24,0.0,0.0
A,all,L9,24,24,IAR,,0,0,,
A,all,L9,24,24,IDR,,0,0,,
A,all,L9,24,24,IDR_indet,,0,0,,
A,all,L9,24,24,coverage,1.0,24,24,1.0,1.0
A,all,L9,24,24,abstention,0.0,0,24,0.0,0.0
A,all,L9,24,24,decision_coverage,1.0,24,24,1.0,1.0
A,all,L9,24,24,accuracy,1.0,24,24,1.0,1.0
B,canonical,D1,24,24,VAR,,0,0,,
B,canonical,D1,24,24,VRR,,0,0,,
B,canonical,D1,24,24,VIR,,0,0,,
B,canonical,D1,24,24,IAR,,0,0,,
B,canonical,D1,24,24,IDR,,0,0,,
B,canonical,D1,24,24,IDR_indet,0.0,0,24,0.0,0.0
B,canonical,D1,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,D1,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,D1,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,D1,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,D2,24,24,VAR,,0,0,,
B,canonical,D2,24,24,VRR,,0,0,,
B,canonical,D2,24,24,VIR,,0,0,,
B,canonical,D2,24,24,IAR,,0,0,,
B,canonical,D2,24,24,IDR,,0,0,,
B,canonical,D2,24,24,IDR_indet,0.0,0,24,0.0,0.0
B,canonical,D2,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,D2,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,D2,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,D2,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,D3,24,24,VAR,,0,0,,
B,canonical,D3,24,24,VRR,,0,0,,
B,canonical,D3,24,24,VIR,,0,0,,
B,canonical,D3,24,24,IAR,,0,0,,
B,canonical,D3,24,24,IDR,,0,0,,
B,canonical,D3,24,24,IDR_indet,0.0,0,24,0.0,0.0
B,canonical,D3,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,D3,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,D3,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,D3,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,D4,24,24,VAR,,0,0,,
B,canonical,D4,24,24,VRR,,0,0,,
B,canonical,D4,24,24,VIR,,0,0,,
B,canonical,D4,24,24,IAR,,0,0,,
B,canonical,D4,24,24,IDR,,0,0,,
B,canonical,D4,24,24,IDR_indet,0.0,0,24,0.0,0.0
B,canonical,D4,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,D4,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,D4,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,D4,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,I1,24,24,VAR,,0,0,,
B,canonical,I1,24,24,VRR,,0,0,,
B,canonical,I1,24,24,VIR,,0,0,,
B,canonical,I1,24,24,IAR,1.0,24,24,1.0,1.0
B,canonical,I1,24,24,IDR,0.0,0,24,0.0,0.0
B,canonical,I1,24,24,IDR_indet,,0,0,,
B,canonical,I1,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,I1,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,I1,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,I1,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,I10,24,24,VAR,,0,0,,
B,canonical,I10,24,24,VRR,,0,0,,
B,canonical,I10,24,24,VIR,,0,0,,
B,canonical,I10,24,24,IAR,1.0,24,24,1.0,1.0
B,canonical,I10,24,24,IDR,0.0,0,24,0.0,0.0
B,canonical,I10,24,24,IDR_indet,,0,0,,
B,canonical,I10,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,I10,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,I10,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,I10,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,I2,24,24,VAR,,0,0,,
B,canonical,I2,24,24,VRR,,0,0,,
B,canonical,I2,24,24,VIR,,0,0,,
B,canonical,I2,24,24,IAR,1.0,24,24,1.0,1.0
B,canonical,I2,24,24,IDR,0.0,0,24,0.0,0.0
B,canonical,I2,24,24,IDR_indet,,0,0,,
B,canonical,I2,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,I2,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,I2,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,I2,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,I3,24,24,VAR,,0,0,,
B,canonical,I3,24,24,VRR,,0,0,,
B,canonical,I3,24,24,VIR,,0,0,,
B,canonical,I3,24,24,IAR,1.0,24,24,1.0,1.0
B,canonical,I3,24,24,IDR,0.0,0,24,0.0,0.0
B,canonical,I3,24,24,IDR_indet,,0,0,,
B,canonical,I3,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,I3,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,I3,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,I3,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,I4,24,24,VAR,,0,0,,
B,canonical,I4,24,24,VRR,,0,0,,
B,canonical,I4,24,24,VIR,,0,0,,
B,canonical,I4,24,24,IAR,1.0,24,24,1.0,1.0
B,canonical,I4,24,24,IDR,0.0,0,24,0.0,0.0
B,canonical,I4,24,24,IDR_indet,,0,0,,
B,canonical,I4,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,I4,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,I4,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,I4,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,I5,24,24,VAR,,0,0,,
B,canonical,I5,24,24,VRR,,0,0,,
B,canonical,I5,24,24,VIR,,0,0,,
B,canonical,I5,24,24,IAR,1.0,24,24,1.0,1.0
B,canonical,I5,24,24,IDR,0.0,0,24,0.0,0.0
B,canonical,I5,24,24,IDR_indet,,0,0,,
B,canonical,I5,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,I5,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,I5,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,I5,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,I6,24,24,VAR,,0,0,,
B,canonical,I6,24,24,VRR,,0,0,,
B,canonical,I6,24,24,VIR,,0,0,,
B,canonical,I6,24,24,IAR,1.0,24,24,1.0,1.0
B,canonical,I6,24,24,IDR,0.0,0,24,0.0,0.0
B,canonical,I6,24,24,IDR_indet,,0,0,,
B,canonical,I6,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,I6,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,I6,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,I6,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,I7,24,24,VAR,,0,0,,
B,canonical,I7,24,24,VRR,,0,0,,
B,canonical,I7,24,24,VIR,,0,0,,
B,canonical,I7,24,24,IAR,1.0,24,24,1.0,1.0
B,canonical,I7,24,24,IDR,0.0,0,24,0.0,0.0
B,canonical,I7,24,24,IDR_indet,,0,0,,
B,canonical,I7,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,I7,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,I7,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,I7,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,I8,24,24,VAR,,0,0,,
B,canonical,I8,24,24,VRR,,0,0,,
B,canonical,I8,24,24,VIR,,0,0,,
B,canonical,I8,24,24,IAR,1.0,24,24,1.0,1.0
B,canonical,I8,24,24,IDR,0.0,0,24,0.0,0.0
B,canonical,I8,24,24,IDR_indet,,0,0,,
B,canonical,I8,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,I8,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,I8,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,I8,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,I9,24,24,VAR,,0,0,,
B,canonical,I9,24,24,VRR,,0,0,,
B,canonical,I9,24,24,VIR,,0,0,,
B,canonical,I9,24,24,IAR,1.0,24,24,1.0,1.0
B,canonical,I9,24,24,IDR,0.0,0,24,0.0,0.0
B,canonical,I9,24,24,IDR_indet,,0,0,,
B,canonical,I9,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,I9,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,I9,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,I9,24,24,accuracy,0.0,0,24,0.0,0.0
B,canonical,L1,24,24,VAR,1.0,24,24,1.0,1.0
B,canonical,L1,24,24,VRR,0.0,0,24,0.0,0.0
B,canonical,L1,24,24,VIR,0.0,0,24,0.0,0.0
B,canonical,L1,24,24,IAR,,0,0,,
B,canonical,L1,24,24,IDR,,0,0,,
B,canonical,L1,24,24,IDR_indet,,0,0,,
B,canonical,L1,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,L1,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,L1,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,L1,24,24,accuracy,1.0,24,24,1.0,1.0
B,canonical,L10,24,24,VAR,1.0,24,24,1.0,1.0
B,canonical,L10,24,24,VRR,0.0,0,24,0.0,0.0
B,canonical,L10,24,24,VIR,0.0,0,24,0.0,0.0
B,canonical,L10,24,24,IAR,,0,0,,
B,canonical,L10,24,24,IDR,,0,0,,
B,canonical,L10,24,24,IDR_indet,,0,0,,
B,canonical,L10,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,L10,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,L10,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,L10,24,24,accuracy,1.0,24,24,1.0,1.0
B,canonical,L2,24,24,VAR,1.0,24,24,1.0,1.0
B,canonical,L2,24,24,VRR,0.0,0,24,0.0,0.0
B,canonical,L2,24,24,VIR,0.0,0,24,0.0,0.0
B,canonical,L2,24,24,IAR,,0,0,,
B,canonical,L2,24,24,IDR,,0,0,,
B,canonical,L2,24,24,IDR_indet,,0,0,,
B,canonical,L2,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,L2,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,L2,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,L2,24,24,accuracy,1.0,24,24,1.0,1.0
B,canonical,L3,24,24,VAR,1.0,24,24,1.0,1.0
B,canonical,L3,24,24,VRR,0.0,0,24,0.0,0.0
B,canonical,L3,24,24,VIR,0.0,0,24,0.0,0.0
B,canonical,L3,24,24,IAR,,0,0,,
B,canonical,L3,24,24,IDR,,0,0,,
B,canonical,L3,24,24,IDR_indet,,0,0,,
B,canonical,L3,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,L3,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,L3,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,L3,24,24,accuracy,1.0,24,24,1.0,1.0
B,canonical,L4,24,24,VAR,1.0,24,24,1.0,1.0
B,canonical,L4,24,24,VRR,0.0,0,24,0.0,0.0
B,canonical,L4,24,24,VIR,0.0,0,24,0.0,0.0
B,canonical,L4,24,24,IAR,,0,0,,
B,canonical,L4,24,24,IDR,,0,0,,
B,canonical,L4,24,24,IDR_indet,,0,0,,
B,canonical,L4,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,L4,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,L4,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,L4,24,24,accuracy,1.0,24,24,1.0,1.0
B,canonical,L5,24,24,VAR,1.0,24,24,1.0,1.0
B,canonical,L5,24,24,VRR,0.0,0,24,0.0,0.0
B,canonical,L5,24,24,VIR,0.0,0,24,0.0,0.0
B,canonical,L5,24,24,IAR,,0,0,,
B,canonical,L5,24,24,IDR,,0,0,,
B,canonical,L5,24,24,IDR_indet,,0,0,,
B,canonical,L5,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,L5,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,L5,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,L5,24,24,accuracy,1.0,24,24,1.0,1.0
B,canonical,L6,24,24,VAR,1.0,24,24,1.0,1.0
B,canonical,L6,24,24,VRR,0.0,0,24,0.0,0.0
B,canonical,L6,24,24,VIR,0.0,0,24,0.0,0.0
B,canonical,L6,24,24,IAR,,0,0,,
B,canonical,L6,24,24,IDR,,0,0,,
B,canonical,L6,24,24,IDR_indet,,0,0,,
B,canonical,L6,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,L6,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,L6,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,L6,24,24,accuracy,1.0,24,24,1.0,1.0
B,canonical,L7,24,24,VAR,1.0,24,24,1.0,1.0
B,canonical,L7,24,24,VRR,0.0,0,24,0.0,0.0
B,canonical,L7,24,24,VIR,0.0,0,24,0.0,0.0
B,canonical,L7,24,24,IAR,,0,0,,
B,canonical,L7,24,24,IDR,,0,0,,
B,canonical,L7,24,24,IDR_indet,,0,0,,
B,canonical,L7,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,L7,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,L7,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,L7,24,24,accuracy,1.0,24,24,1.0,1.0
B,canonical,L8,24,24,VAR,1.0,24,24,1.0,1.0
B,canonical,L8,24,24,VRR,0.0,0,24,0.0,0.0
B,canonical,L8,24,24,VIR,0.0,0,24,0.0,0.0
B,canonical,L8,24,24,IAR,,0,0,,
B,canonical,L8,24,24,IDR,,0,0,,
B,canonical,L8,24,24,IDR_indet,,0,0,,
B,canonical,L8,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,L8,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,L8,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,L8,24,24,accuracy,1.0,24,24,1.0,1.0
B,canonical,L9,24,24,VAR,1.0,24,24,1.0,1.0
B,canonical,L9,24,24,VRR,0.0,0,24,0.0,0.0
B,canonical,L9,24,24,VIR,0.0,0,24,0.0,0.0
B,canonical,L9,24,24,IAR,,0,0,,
B,canonical,L9,24,24,IDR,,0,0,,
B,canonical,L9,24,24,IDR_indet,,0,0,,
B,canonical,L9,24,24,coverage,1.0,24,24,1.0,1.0
B,canonical,L9,24,24,abstention,0.0,0,24,0.0,0.0
B,canonical,L9,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,canonical,L9,24,24,accuracy,1.0,24,24,1.0,1.0
B,single_fault,D1,72,72,VAR,,0,0,,
B,single_fault,D1,72,72,VRR,,0,0,,
B,single_fault,D1,72,72,VIR,,0,0,,
B,single_fault,D1,72,72,IAR,,0,0,,
B,single_fault,D1,72,72,IDR,,0,0,,
B,single_fault,D1,72,72,IDR_indet,0.0,0,72,0.0,0.0
B,single_fault,D1,72,72,coverage,1.0,72,72,1.0,1.0
B,single_fault,D1,72,72,abstention,0.0,0,72,0.0,0.0
B,single_fault,D1,72,72,decision_coverage,1.0,72,72,1.0,1.0
B,single_fault,D1,72,72,accuracy,0.0,0,72,0.0,0.0
B,single_fault,D2,24,24,VAR,,0,0,,
B,single_fault,D2,24,24,VRR,,0,0,,
B,single_fault,D2,24,24,VIR,,0,0,,
B,single_fault,D2,24,24,IAR,,0,0,,
B,single_fault,D2,24,24,IDR,,0,0,,
B,single_fault,D2,24,24,IDR_indet,0.0,0,24,0.0,0.0
B,single_fault,D2,24,24,coverage,1.0,24,24,1.0,1.0
B,single_fault,D2,24,24,abstention,0.0,0,24,0.0,0.0
B,single_fault,D2,24,24,decision_coverage,1.0,24,24,1.0,1.0
B,single_fault,D2,24,24,accuracy,0.0,0,24,0.0,0.0
B,single_fault,D3,24,24,VAR,,0,0,,
B,single_fault,D3,24,24,VRR,,0,0,,
B,single_fault,D3,24,24,VIR,,0,0,,
B,single_fault,D3,24,24,IAR,,0,0,,
B,single_fault,D3,24,24,IDR,,0,0,,
B,single_fault,D3,24,24,IDR_indet,0.0,0,24,0.0,0.0
B,single_fault,D3,24,24,coverage,1.0,24,24,1.0,1.0
B,single_fault,D3,24,24,abstention,0.0,0,24,0.0,0.0
B,single_fault,D3,24,24,decision_coverage,1.0,24,24,1.0,1.0
