arm,subset,family,n,executed,metric,estimate,numerator,denominator,ci95_low,ci95_high
C,canonical,I6,24,0,IDR,,0,0,,
C,canonical,I6,24,0,IDR_indet,,0,0,,
C,canonical,I6,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,I6,24,0,abstention,,0,0,,
C,canonical,I6,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,I6,24,0,accuracy,,0,0,,
C,canonical,I7,24,0,VAR,,0,0,,
C,canonical,I7,24,0,VRR,,0,0,,
C,canonical,I7,24,0,VIR,,0,0,,
C,canonical,I7,24,0,IAR,,0,0,,
C,canonical,I7,24,0,IDR,,0,0,,
C,canonical,I7,24,0,IDR_indet,,0,0,,
C,canonical,I7,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,I7,24,0,abstention,,0,0,,
C,canonical,I7,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,I7,24,0,accuracy,,0,0,,
C,canonical,I8,24,0,VAR,,0,0,,
C,canonical,I8,24,0,VRR,,0,0,,
C,canonical,I8,24,0,VIR,,0,0,,
C,canonical,I8,24,0,IAR,,0,0,,
C,canonical,I8,24,0,IDR,,0,0,,
C,canonical,I8,24,0,IDR_indet,,0,0,,
C,canonical,I8,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,I8,24,0,abstention,,0,0,,
C,canonical,I8,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,I8,24,0,accuracy,,0,0,,
C,canonical,I9,24,0,VAR,,0,0,,
C,canonical,I9,24,0,VRR,,0,0,,
C,canonical,I9,24,0,VIR,,0,0,,
C,canonical,I9,24,0,IAR,,0,0,,
C,canonical,I9,24,0,IDR,,0,0,,
C,canonical,I9,24,0,IDR_indet,,0,0,,
C,canonical,I9,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,I9,24,0,abstention,,0,0,,
C,canonical,I9,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,I9,24,0,accuracy,,0,0,,
C,canonical,L1,24,0,VAR,,0,0,,
C,canonical,L1,24,0,VRR,,0,0,,
C,canonical,L1,24,0,VIR,,0,0,,
C,canonical,L1,24,0,IAR,,0,0,,
C,canonical,L1,24,0,IDR,,0,0,,
C,canonical,L1,24,0,IDR_indet,,0,0,,
C,canonical,L1,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,L1,24,0,abstention,,0,0,,
C,canonical,L1,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,L1,24,0,accuracy,,0,0,,
C,canonical,L10,24,0,VAR,,0,0,,
C,canonical,L10,24,0,VRR,,0,0,,
C,canonical,L10,24,0,VIR,,0,0,,
C,canonical,L10,24,0,IAR,,0,0,,
C,canonical,L10,24,0,IDR,,0,0,,
C,canonical,L10,24,0,IDR_indet,,0,0,,
C,canonical,L10,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,L10,24,0,abstention,,0,0,,
C,canonical,L10,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,L10,24,0,accuracy,,0,0,,
C,canonical,L2,24,0,VAR,,0,0,,
C,canonical,L2,24,0,VRR,,0,0,,
C,canonical,L2,24,0,VIR,,0,0,,
C,canonical,L2,24,0,IAR,,0,0,,
C,canonical,L2,24,0,IDR,,0,0,,
C,canonical,L2,24,0,IDR_indet,,0,0,,
C,canonical,L2,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,L2,24,0,abstention,,0,0,,
C,canonical,L2,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,L2,24,0,accuracy,,0,0,,
C,canonical,L3,24,0,VAR,,0,0,,
C,canonical,L3,24,0,VRR,,0,0,,
C,canonical,L3,24,0,VIR,,0,0,,
C,canonical,L3,24,0,IAR,,0,0,,
C,canonical,L3,24,0,IDR,,0,0,,
C,canonical,L3,24,0,IDR_indet,,0,0,,
C,canonical,L3,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,L3,24,0,abstention,,0,0,,
C,canonical,L3,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,L3,24,0,accuracy,,0,0,,
C,canonical,L4,24,0,VAR,,0,0,,
C,canonical,L4,24,0,VRR,,0,0,,
C,canonical,L4,24,0,VIR,,0,0,,
C,canonical,L4,24,0,IAR,,0,0,,
C,canonical,L4,24,0,IDR,,0,0,,
C,canonical,L4,24,0,IDR_indet,,0,0,,
C,canonical,L4,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,L4,24,0,abstention,,0,0,,
C,canonical,L4,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,L4,24,0,accuracy,,0,0,,
C,canonical,L5,24,0,VAR,,0,0,,
C,canonical,L5,24,0,VRR,,0,0,,
C,canonical,L5,24,0,VIR,,0,0,,
C,canonical,L5,24,0,IAR,,0,0,,
C,canonical,L5,24,0,IDR,,0,0,,
C,canonical,L5,24,0,IDR_indet,,0,0,,
C,canonical,L5,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,L5,24,0,abstention,,0,0,,
C,canonical,L5,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,L5,24,0,accuracy,,0,0,,
C,canonical,L6,24,0,VAR,,0,0,,
C,canonical,L6,24,0,VRR,,0,0,,
C,canonical,L6,24,0,VIR,,0,0,,
C,canonical,L6,24,0,IAR,,0,0,,
C,canonical,L6,24,0,IDR,,0,0,,
C,canonical,L6,24,0,IDR_indet,,0,0,,
C,canonical,L6,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,L6,24,0,abstention,,0,0,,
C,canonical,L6,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,L6,24,0,accuracy,,0,0,,
C,canonical,L7,24,0,VAR,,0,0,,
C,canonical,L7,24,0,VRR,,0,0,,
C,canonical,L7,24,0,VIR,,0,0,,
C,canonical,L7,24,0,IAR,,0,0,,
C,canonical,L7,24,0,IDR,,0,0,,
C,canonical,L7,24,0,IDR_indet,,0,0,,
C,canonical,L7,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,L7,24,0,abstention,,0,0,,
C,canonical,L7,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,L7,24,0,accuracy,,0,0,,
C,canonical,L8,24,0,VAR,,0,0,,
C,canonical,L8,24,0,VRR,,0,0,,
C,canonical,L8,24,0,VIR,,0,0,,
C,canonical,L8,24,0,IAR,,0,0,,
C,canonical,L8,24,0,IDR,,0,0,,
C,canonical,L8,24,0,IDR_indet,,0,0,,
C,canonical,L8,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,L8,24,0,abstention,,0,0,,
C,canonical,L8,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,L8,24,0,accuracy,,0,0,,
C,canonical,L9,24,0,VAR,,0,0,,
C,canonical,L9,24,0,VRR,,0,0,,
C,canonical,L9,24,0,VIR,,0,0,,
C,canonical,L9,24,0,IAR,,0,0,,
C,canonical,L9,24,0,IDR,,0,0,,
C,canonical,L9,24,0,IDR_indet,,0,0,,
C,canonical,L9,24,0,coverage,0.0,0,24,0.0,0.0
C,canonical,L9,24,0,abstention,,0,0,,
C,canonical,L9,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,canonical,L9,24,0,accuracy,,0,0,,
C,single_fault,D1,72,0,VAR,,0,0,,
C,single_fault,D1,72,0,VRR,,0,0,,
C,single_fault,D1,72,0,VIR,,0,0,,
C,single_fault,D1,72,0,IAR,,0,0,,
C,single_fault,D1,72,0,IDR,,0,0,,
C,single_fault,D1,72,0,IDR_indet,,0,0,,
C,single_fault,D1,72,0,coverage,0.0,0,72,0.0,0.0
C,single_fault,D1,72,0,abstention,,0,0,,
C,single_fault,D1,72,0,decision_coverage,0.0,0,72,0.0,0.0
C,single_fault,D1,72,0,accuracy,,0,0,,
C,single_fault,D2,24,0,VAR,,0,0,,
C,single_fault,D2,24,0,VRR,,0,0,,
C,single_fault,D2,24,0,VIR,,0,0,,
C,single_fault,D2,24,0,IAR,,0,0,,
C,single_fault,D2,24,0,IDR,,0,0,,
C,single_fault,D2,24,0,IDR_indet,,0,0,,
C,single_fault,D2,24,0,coverage,0.0,0,24,0.0,0.0
C,single_fault,D2,24,0,abstention,,0,0,,
C,single_fault,D2,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,single_fault,D2,24,0,accuracy,,0,0,,
C,single_fault,D3,24,0,VAR,,0,0,,
C,single_fault,D3,24,0,VRR,,0,0,,
C,single_fault,D3,24,0,VIR,,0,0,,
C,single_fault,D3,24,0,IAR,,0,0,,
C,single_fault,D3,24,0,IDR,,0,0,,
C,single_fault,D3,24,0,IDR_indet,,0,0,,
C,single_fault,D3,24,0,coverage,0.0,0,24,0.0,0.0
C,single_fault,D3,24,0,abstention,,0,0,,
C,single_fault,D3,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,single_fault,D3,24,0,accuracy,,0,0,,
C,single_fault,D4,24,0,VAR,,0,0,,
C,single_fault,D4,24,0,VRR,,0,0,,
C,single_fault,D4,24,0,VIR,,0,0,,
C,single_fault,D4,24,0,IAR,,0,0,,
C,single_fault,D4,24,0,IDR,,0,0,,
C,single_fault,D4,24,0,IDR_indet,,0,0,,
C,single_fault,D4,24,0,coverage,0.0,0,24,0.0,0.0
C,single_fault,D4,24,0,abstention,,0,0,,
C,single_fault,D4,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,single_fault,D4,24,0,accuracy,,0,0,,
C,single_fault,I1,24,0,VAR,,0,0,,
C,single_fault,I1,24,0,VRR,,0,0,,
C,single_fault,I1,24,0,VIR,,0,0,,
C,single_fault,I1,24,0,IAR,,0,0,,
C,single_fault,I1,24,0,IDR,,0,0,,
C,single_fault,I1,24,0,IDR_indet,,0,0,,
C,single_fault,I1,24,0,coverage,0.0,0,24,0.0,0.0
C,single_fault,I1,24,0,abstention,,0,0,,
C,single_fault,I1,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,single_fault,I1,24,0,accuracy,,0,0,,
C,single_fault,I10,24,0,VAR,,0,0,,
C,single_fault,I10,24,0,VRR,,0,0,,
C,single_fault,I10,24,0,VIR,,0,0,,
C,single_fault,I10,24,0,IAR,,0,0,,
C,single_fault,I10,24,0,IDR,,0,0,,
C,single_fault,I10,24,0,IDR_indet,,0,0,,
C,single_fault,I10,24,0,coverage,0.0,0,24,0.0,0.0
C,single_fault,I10,24,0,abstention,,0,0,,
C,single_fault,I10,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,single_fault,I10,24,0,accuracy,,0,0,,
C,single_fault,I2,48,0,VAR,,0,0,,
C,single_fault,I2,48,0,VRR,,0,0,,
C,single_fault,I2,48,0,VIR,,0,0,,
C,single_fault,I2,48,0,IAR,,0,0,,
C,single_fault,I2,48,0,IDR,,0,0,,
C,single_fault,I2,48,0,IDR_indet,,0,0,,
C,single_fault,I2,48,0,coverage,0.0,0,48,0.0,0.0
C,single_fault,I2,48,0,abstention,,0,0,,
C,single_fault,I2,48,0,decision_coverage,0.0,0,48,0.0,0.0
C,single_fault,I2,48,0,accuracy,,0,0,,
C,single_fault,I3,24,0,VAR,,0,0,,
C,single_fault,I3,24,0,VRR,,0,0,,
C,single_fault,I3,24,0,VIR,,0,0,,
C,single_fault,I3,24,0,IAR,,0,0,,
C,single_fault,I3,24,0,IDR,,0,0,,
C,single_fault,I3,24,0,IDR_indet,,0,0,,
C,single_fault,I3,24,0,coverage,0.0,0,24,0.0,0.0
C,single_fault,I3,24,0,abstention,,0,0,,
C,single_fault,I3,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,single_fault,I3,24,0,accuracy,,0,0,,
C,single_fault,I4,24,0,VAR,,0,0,,
C,single_fault,I4,24,0,VRR,,0,0,,
C,single_fault,I4,24,0,VIR,,0,0,,
C,single_fault,I4,24,0,IAR,,0,0,,
C,single_fault,I4,24,0,IDR,,0,0,,
C,single_fault,I4,24,0,IDR_indet,,0,0,,
C,single_fault,I4,24,0,coverage,0.0,0,24,0.0,0.0
C,single_fault,I4,24,0,abstention,,0,0,,
C,single_fault,I4,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,single_fault,I4,24,0,accuracy,,0,0,,
C,single_fault,I5,24,0,VAR,,0,0,,
C,single_fault,I5,24,0,VRR,,0,0,,
C,single_fault,I5,24,0,VIR,,0,0,,
C,single_fault,I5,24,0,IAR,,0,0,,
C,single_fault,I5,24,0,IDR,,0,0,,
C,single_fault,I5,24,0,IDR_indet,,0,0,,
C,single_fault,I5,24,0,coverage,0.0,0,24,0.0,0.0
C,single_fault,I5,24,0,abstention,,0,0,,
C,single_fault,I5,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,single_fault,I5,24,0,accuracy,,0,0,,
C,single_fault,I6,24,0,VAR,,0,0,,
C,single_fault,I6,24,0,VRR,,0,0,,
C,single_fault,I6,24,0,VIR,,0,0,,
C,single_fault,I6,24,0,IAR,,0,0,,
C,single_fault,I6,24,0,IDR,,0,0,,
C,single_fault,I6,24,0,IDR_indet,,0,0,,
C,single_fault,I6,24,0,coverage,0.0,0,24,0.0,0.0
C,single_fault,I6,24,0,abstention,,0,0,,
C,single_fault,I6,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,single_fault,I6,24,0,accuracy,,0,0,,
C,single_fault,I7,24,0,VAR,,0,0,,
C,single_fault,I7,24,0,VRR,,0,0,,
C,single_fault,I7,24,0,VIR,,0,0,,
C,single_fault,I7,24,0,IAR,,0,0,,
C,single_fault,I7,24,0,IDR,,0,0,,
C,single_fault,I7,24,0,IDR_indet,,0,0,,
C,single_fault,I7,24,0,coverage,0.0,0,24,0.0,0.0
C,single_fault,I7,24,0,abstention,,0,0,,
C,single_fault,I7,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,single_fault,I7,24,0,accuracy,,0,0,,
C,single_fault,I8,24,0,VAR,,0,0,,
C,single_fault,I8,24,0,VRR,,0,0,,
C,single_fault,I8,24,0,VIR,,0,0,,
C,single_fault,I8,24,0,IAR,,0,0,,
C,single_fault,I8,24,0,IDR,,0,0,,
C,single_fault,I8,24,0,IDR_indet,,0,0,,
C,single_fault,I8,24,0,coverage,0.0,0,24,0.0,0.0
C,single_fault,I8,24,0,abstention,,0,0,,
C,single_fault,I8,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,single_fault,I8,24,0,accuracy,,0,0,,
C,single_fault,I9,96,0,VAR,,0,0,,
C,single_fault,I9,96,0,VRR,,0,0,,
C,single_fault,I9,96,0,VIR,,0,0,,
C,single_fault,I9,96,0,IAR,,0,0,,
C,single_fault,I9,96,0,IDR,,0,0,,
C,single_fault,I9,96,0,IDR_indet,,0,0,,
C,single_fault,I9,96,0,coverage,0.0,0,96,0.0,0.0
C,single_fault,I9,96,0,abstention,,0,0,,
C,single_fault,I9,96,0,decision_coverage,0.0,0,96,0.0,0.0
C,single_fault,I9,96,0,accuracy,,0,0,,
C,compound_fault,I2,24,0,VAR,,0,0,,
C,compound_fault,I2,24,0,VRR,,0,0,,
C,compound_fault,I2,24,0,VIR,,0,0,,
C,compound_fault,I2,24,0,IAR,,0,0,,
C,compound_fault,I2,24,0,IDR,,0,0,,
C,compound_fault,I2,24,0,IDR_indet,,0,0,,
C,compound_fault,I2,24,0,coverage,0.0,0,24,0.0,0.0
C,compound_fault,I2,24,0,abstention,,0,0,,
C,compound_fault,I2,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,compound_fault,I2,24,0,accuracy,,0,0,,
C,compound_fault,I3,48,0,VAR,,0,0,,
C,compound_fault,I3,48,0,VRR,,0,0,,
C,compound_fault,I3,48,0,VIR,,0,0,,
C,compound_fault,I3,48,0,IAR,,0,0,,
C,compound_fault,I3,48,0,IDR,,0,0,,
C,compound_fault,I3,48,0,IDR_indet,,0,0,,
C,compound_fault,I3,48,0,coverage,0.0,0,48,0.0,0.0
C,compound_fault,I3,48,0,abstention,,0,0,,
C,compound_fault,I3,48,0,decision_coverage,0.0,0,48,0.0,0.0
C,compound_fault,I3,48,0,accuracy,,0,0,,
C,compound_fault,I5,24,0,VAR,,0,0,,
C,compound_fault,I5,24,0,VRR,,0,0,,
C,compound_fault,I5,24,0,VIR,,0,0,,
C,compound_fault,I5,24,0,IAR,,0,0,,
C,compound_fault,I5,24,0,IDR,,0,0,,
C,compound_fault,I5,24,0,IDR_indet,,0,0,,
C,compound_fault,I5,24,0,coverage,0.0,0,24,0.0,0.0
C,compound_fault,I5,24,0,abstention,,0,0,,
C,compound_fault,I5,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,compound_fault,I5,24,0,accuracy,,0,0,,
C,all,D1,96,0,VAR,,0,0,,
C,all,D1,96,0,VRR,,0,0,,
C,all,D1,96,0,VIR,,0,0,,
C,all,D1,96,0,IAR,,0,0,,
C,all,D1,96,0,IDR,,0,0,,
C,all,D1,96,0,IDR_indet,,0,0,,
C,all,D1,96,0,coverage,0.0,0,96,0.0,0.0
C,all,D1,96,0,abstention,,0,0,,
C,all,D1,96,0,decision_coverage,0.0,0,96,0.0,0.0
C,all,D1,96,0,accuracy,,0,0,,
C,all,D2,48,0,VAR,,0,0,,
C,all,D2,48,0,VRR,,0,0,,
C,all,D2,48,0,VIR,,0,0,,
C,all,D2,48,0,IAR,,0,0,,
C,all,D2,48,0,IDR,,0,0,,
C,all,D2,48,0,IDR_indet,,0,0,,
C,all,D2,48,0,coverage,0.0,0,48,0.0,0.0
C,all,D2,48,0,abstention,,0,0,,
C,all,D2,48,0,decision_coverage,0.0,0,48,0.0,0.0
C,all,D2,48,0,accuracy,,0,0,,
C,all,D3,48,0,VAR,,0,0,,
C,all,D3,48,0,VRR,,0,0,,
C,all,D3,48,0,VIR,,0,0,,
C,all,D3,48,0,IAR,,0,0,,
C,all,D3,48,0,IDR,,0,0,,
C,all,D3,48,0,IDR_indet,,0,0,,
C,all,D3,48,0,coverage,0.0,0,48,0.0,0.0
C,all,D3,48,0,abstention,,0,0,,
C,all,D3,48,0,decision_coverage,0.0,0,48,0.0,0.0
C,all,D3,48,0,accuracy,,0,0,,
C,all,D4,48,0,VAR,,0,0,,
C,all,D4,48,0,VRR,,0,0,,
C,all,D4,48,0,VIR,,0,0,,
C,all,D4,48,0,IAR,,0,0,,
C,all,D4,48,0,IDR,,0,0,,
C,all,D4,48,0,IDR_indet,,0,0,,
C,all,D4,48,0,coverage,0.0,0,48,0.0,0.0
C,all,D4,48,0,abstention,,0,0,,
C,all,D4,48,0,decision_coverage,0.0,0,48,0.0,0.0
C,all,D4,48,0,accuracy,,0,0,,
C,all,I1,48,0,VAR,,0,0,,
C,all,I1,48,0,VRR,,0,0,,
C,all,I1,48,0,VIR,,0,0,,
C,all,I1,48,0,IAR,,0,0,,
C,all,I1,48,0,IDR,,0,0,,
C,all,I1,48,0,IDR_indet,,0,0,,
C,all,I1,48,0,coverage,0.0,0,48,0.0,0.0
C,all,I1,48,0,abstention,,0,0,,
C,all,I1,48,0,decision_coverage,0.0,0,48,0.0,0.0
C,all,I1,48,0,accuracy,,0,0,,
C,all,I10,48,0,VAR,,0,0,,
C,all,I10,48,0,VRR,,0,0,,
C,all,I10,48,0,VIR,,0,0,,
C,all,I10,48,0,IAR,,0,0,,
C,all,I10,48,0,IDR,,0,0,,
C,all,I10,48,0,IDR_indet,,0,0,,
C,all,I10,48,0,coverage,0.0,0,48,0.0,0.0
C,all,I10,48,0,abstention,,0,0,,
C,all,I10,48,0,decision_coverage,0.0,0,48,0.0,0.0
C,all,I10,48,0,accuracy,,0,0,,
C,all,I2,96,0,VAR,,0,0,,
C,all,I2,96,0,VRR,,0,0,,
C,all,I2,96,0,VIR,,0,0,,
C,all,I2,96,0,IAR,,0,0,,
C,all,I2,96,0,IDR,,0,0,,
C,all,I2,96,0,IDR_indet,,0,0,,
C,all,I2,96,0,coverage,0.0,0,96,0.0,0.0
C,all,I2,96,0,abstention,,0,0,,
C,all,I2,96,0,decision_coverage,0.0,0,96,0.0,0.0
C,all,I2,96,0,accuracy,,0,0,,
C,all,I3,96,0,VAR,,0,0,,
C,all,I3,96,0,VRR,,0,0,,
C,all,I3,96,0,VIR,,0,0,,
C,all,I3,96,0,IAR,,0,0,,
C,all,I3,96,0,IDR,,0,0,,
C,all,I3,96,0,IDR_indet,,0,0,,
C,all,I3,96,0,coverage,0.0,0,96,0.0,0.0
C,all,I3,96,0,abstention,,0,0,,
C,all,I3,96,0,decision_coverage,0.0,0,96,0.0,0.0
C,all,I3,96,0,accuracy,,0,0,,
C,all,I4,48,0,VAR,,0,0,,
C,all,I4,48,0,VRR,,0,0,,
C,all,I4,48,0,VIR,,0,0,,
C,all,I4,48,0,IAR,,0,0,,
C,all,I4,48,0,IDR,,0,0,,
C,all,I4,48,0,IDR_indet,,0,0,,
C,all,I4,48,0,coverage,0.0,0,48,0.0,0.0
C,all,I4,48,0,abstention,,0,0,,
C,all,I4,48,0,decision_coverage,0.0,0,48,0.0,0.0
C,all,I4,48,0,accuracy,,0,0,,
C,all,I5,72,0,VAR,,0,0,,
C,all,I5,72,0,VRR,,0,0,,
C,all,I5,72,0,VIR,,0,0,,
C,all,I5,72,0,IAR,,0,0,,
C,all,I5,72,0,IDR,,0,0,,
C,all,I5,72,0,IDR_indet,,0,0,,
C,all,I5,72,0,coverage,0.0,0,72,0.0,0.0
C,all,I5,72,0,abstention,,0,0,,
C,all,I5,72,0,decision_coverage,0.0,0,72,0.0,0.0
C,all,I5,72,0,accuracy,,0,0,,
C,all,I6,48,0,VAR,,0,0,,
C,all,I6,48,0,VRR,,0,0,,
C,all,I6,48,0,VIR,,0,0,,
C,all,I6,48,0,IAR,,0,0,,
C,all,I6,48,0,IDR,,0,0,,
C,all,I6,48,0,IDR_indet,,0,0,,
C,all,I6,48,0,coverage,0.0,0,48,0.0,0.0
C,all,I6,48,0,abstention,,0,0,,
C,all,I6,48,0,decision_coverage,0.0,0,48,0.0,0.0
C,all,I6,48,0,accuracy,,0,0,,
C,all,I7,48,0,VAR,,0,0,,
C,all,I7,48,0,VRR,,0,0,,
C,all,I7,48,0,VIR,,0,0,,
C,all,I7,48,0,IAR,,0,0,,
C,all,I7,48,0,IDR,,0,0,,
C,all,I7,48,0,IDR_indet,,0,0,,
C,all,I7,48,0,coverage,0.0,0,48,0.0,0.0
C,all,I7,48,0,abstention,,0,0,,
C,all,I7,48,0,decision_coverage,0.0,0,48,0.0,0.0
C,all,I7,48,0,accuracy,,0,0,,
C,all,I8,48,0,VAR,,0,0,,
C,all,I8,48,0,VRR,,0,0,,
C,all,I8,48,0,VIR,,0,0,,
C,all,I8,48,0,IAR,,0,0,,
C,all,I8,48,0,IDR,,0,0,,
C,all,I8,48,0,IDR_indet,,0,0,,
C,all,I8,48,0,coverage,0.0,0,48,0.0,0.0
C,all,I8,48,0,abstention,,0,0,,
C,all,I8,48,0,decision_coverage,0.0,0,48,0.0,0.0
C,all,I8,48,0,accuracy,,0,0,,
C,all,I9,120,0,VAR,,0,0,,
C,all,I9,120,0,VRR,,0,0,,
C,all,I9,120,0,VIR,,0,0,,
C,all,I9,120,0,IAR,,0,0,,
C,all,I9,120,0,IDR,,0,0,,
C,all,I9,120,0,IDR_indet,,0,0,,
C,all,I9,120,0,coverage,0.0,0,120,0.0,0.0
C,all,I9,120,0,abstention,,0,0,,
C,all,I9,120,0,decision_coverage,0.0,0,120,0.0,0.0
C,all,I9,120,0,accuracy,,0,0,,
C,all,L1,24,0,VAR,,0,0,,
C,all,L1,24,0,VRR,,0,0,,
C,all,L1,24,0,VIR,,0,0,,
C,all,L1,24,0,IAR,,0,0,,
C,all,L1,24,0,IDR,,0,0,,
C,all,L1,24,0,IDR_indet,,0,0,,
C,all,L1,24,0,coverage,0.0,0,24,0.0,0.0
C,all,L1,24,0,abstention,,0,0,,
C,all,L1,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,all,L1,24,0,accuracy,,0,0,,
C,all,L10,24,0,VAR,,0,0,,
C,all,L10,24,0,VRR,,0,0,,
C,all,L10,24,0,VIR,,0,0,,
C,all,L10,24,0,IAR,,0,0,,
C,all,L10,24,0,IDR,,0,0,,
C,all,L10,24,0,IDR_indet,,0,0,,
C,all,L10,24,0,coverage,0.0,0,24,0.0,0.0
C,all,L10,24,0,abstention,,0,0,,
C,all,L10,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,all,L10,24,0,accuracy,,0,0,,
C,all,L2,24,0,VAR,,0,0,,
C,all,L2,24,0,VRR,,0,0,,
C,all,L2,24,0,VIR,,0,0,,
C,all,L2,24,0,IAR,,0,0,,
C,all,L2,24,0,IDR,,0,0,,
C,all,L2,24,0,IDR_indet,,0,0,,
C,all,L2,24,0,coverage,0.0,0,24,0.0,0.0
C,all,L2,24,0,abstention,,0,0,,
C,all,L2,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,all,L2,24,0,accuracy,,0,0,,
C,all,L3,24,0,VAR,,0,0,,
C,all,L3,24,0,VRR,,0,0,,
C,all,L3,24,0,VIR,,0,0,,
C,all,L3,24,0,IAR,,0,0,,
C,all,L3,24,0,IDR,,0,0,,
C,all,L3,24,0,IDR_indet,,0,0,,
C,all,L3,24,0,coverage,0.0,0,24,0.0,0.0
C,all,L3,24,0,abstention,,0,0,,
C,all,L3,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,all,L3,24,0,accuracy,,0,0,,
C,all,L4,24,0,VAR,,0,0,,
C,all,L4,24,0,VRR,,0,0,,
C,all,L4,24,0,VIR,,0,0,,
C,all,L4,24,0,IAR,,0,0,,
C,all,L4,24,0,IDR,,0,0,,
C,all,L4,24,0,IDR_indet,,0,0,,
C,all,L4,24,0,coverage,0.0,0,24,0.0,0.0
C,all,L4,24,0,abstention,,0,0,,
C,all,L4,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,all,L4,24,0,accuracy,,0,0,,
C,all,L5,24,0,VAR,,0,0,,
C,all,L5,24,0,VRR,,0,0,,
C,all,L5,24,0,VIR,,0,0,,
C,all,L5,24,0,IAR,,0,0,,
C,all,L5,24,0,IDR,,0,0,,
C,all,L5,24,0,IDR_indet,,0,0,,
C,all,L5,24,0,coverage,0.0,0,24,0.0,0.0
C,all,L5,24,0,abstention,,0,0,,
C,all,L5,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,all,L5,24,0,accuracy,,0,0,,
C,all,L6,24,0,VAR,,0,0,,
C,all,L6,24,0,VRR,,0,0,,
C,all,L6,24,0,VIR,,0,0,,
C,all,L6,24,0,IAR,,0,0,,
C,all,L6,24,0,IDR,,0,0,,
C,all,L6,24,0,IDR_indet,,0,0,,
C,all,L6,24,0,coverage,0.0,0,24,0.0,0.0
C,all,L6,24,0,abstention,,0,0,,
C,all,L6,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,all,L6,24,0,accuracy,,0,0,,
C,all,L7,24,0,VAR,,0,0,,
C,all,L7,24,0,VRR,,0,0,,
C,all,L7,24,0,VIR,,0,0,,
C,all,L7,24,0,IAR,,0,0,,
C,all,L7,24,0,IDR,,0,0,,
C,all,L7,24,0,IDR_indet,,0,0,,
C,all,L7,24,0,coverage,0.0,0,24,0.0,0.0
C,all,L7,24,0,abstention,,0,0,,
C,all,L7,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,all,L7,24,0,accuracy,,0,0,,
C,all,L8,24,0,VAR,,0,0,,
C,all,L8,24,0,VRR,,0,0,,
C,all,L8,24,0,VIR,,0,0,,
C,all,L8,24,0,IAR,,0,0,,
C,all,L8,24,0,IDR,,0,0,,
C,all,L8,24,0,IDR_indet,,0,0,,
C,all,L8,24,0,coverage,0.0,0,24,0.0,0.0
C,all,L8,24,0,abstention,,0,0,,
C,all,L8,24,0,decision_coverage,0.0,0,24,0.0,0.0
C,all,L8,24,0,accuracy,,0,0,,
